time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
3.75e-11,1.1276494819444945e-10,-2.784187594333079e-10,0.00014588568842860753,0.0009871260470015362,0.0009870330178020528,0.0009865910071352824,1.9316608919476192e-08,-4.894788065438342e-08,0.023978611825770362,2.8742921976627656e-05,3.72209338406876e-05,2.6692284620309093e-05,0.00014688544840171775
4.125e-11,1.344578149580957e-10,-3.3352570634096563e-10,0.0001740707110990684,0.000987147259814681,0.0009870543101514453,0.0009866121983392844,2.03664624131956e-08,-5.1917252915469995e-08,0.026178638246744757,3.150156561372843e-05,4.0423028618281114e-05,2.93238694038535e-05,0.00017507044187341903
4.5e-11,1.5732548029320496e-10,-3.919572379175497e-10,0.00020472650493497303,0.0009871705821201387,0.0009870777309003965,0.0009866354992170013,2.1285748816457336e-08,-5.458032633146955e-08,0.028378664942830346,3.421935191167337e-05,4.3498119367263066e-05,3.193244738120823e-05,0.00020572620414268294
4.875e-11,1.8122105347168225e-10,-4.5336856526708894e-10,0.00023785262577664127,0.0009871960131843992,0.0009871032794229666,0.0009866609084920423,2.2088598825807818e-08,-5.696790622663909e-08,0.030578691888096584,3.689845577481966e-05,4.645641951089257e-05,3.4519604874385774e-05,0.00023885229071125196
5.25e-11,2.0601356365057338e-10,-5.174496058893555e-10,0.0002734485937385144,0.000987223552235519,0.0009871309550429914,0.000986688424793397,2.2788615062132616e-08,-5.910981672408791e-08,0.03277871905719223,3.9541328326841165e-05,4.930872217822483e-05,3.708710403541237e-05,0.00027444822140799166
5.625e-11,2.315873540603368e-10,-5.839238548293155e-10,0.00031151389324458824,0.0009872531984623806,0.0009871607570333086,0.0009867180466547893,2.3398454244437305e-08,-6.103396754628564e-08,0.03497874642615943,4.215049835545543e-05,5.206582193479213e-05,3.963672386979541e-05,0.0003125134804192163
6e-11,2.578410110163851e-10,-6.525462109305468e-10,0.00035204797306731864,0.0009872849510135745,0.0009871926846150285,0.0009867497725138327,2.3929607138767975e-08,-6.276585526116363e-08,0.03717877397288538,4.472844582328543e-05,5.473812104801717e-05,4.217016266429929e-05,0.0003530475163209027
6.375e-11,2.8468604519741807e-10,-7.231002514605683e-10,0.0003950502463695938,0.00098731880899611,0.0009872267369568646,0.0009867836007111045,2.439231621477777e-08,-6.432837256898037e-08,0.0393788016772957,4.7277526852444736e-05,5.7335381305795545e-05,4.468898303433663e-05,0.0003960497421135038
6.75e-11,3.120454842565586e-10,-7.953952934731778e-10,0.0004405200907494616,0.000987354771474072,0.0009872629131745638,0.0009868195294892366,2.4795587356623737e-08,-6.574181452951444e-08,0.041578829521369,4.9799934360987557e-05,5.986658540384019e-05,4.7194585902646314e-05,0.000441519535259766
7.125e-11,3.3985247736125384e-10,-8.692634637656335e-10,0.0004884568482874184,0.00098739283746732,0.0009873012123304363,0.0009868575569920528,2.514725466435021e-08,-6.7024008339838e-08,0.04377885748904883,5.229768243854918e-05,6.233987721059015e-05,4.9688203432888925e-05,0.0004894562377257758
7.5e-11,3.6804897656626387e-10,-9.445569202361983e-10,0.0005388598255961385,0.000987433005950276,0.0009873416334329832,0.000986897681263804,2.5454080024487706e-08,-6.819051275578583e-08,0.04597888556610336,5.4772605737899296e-05,6.476255620938858e-05,5.217090374007936e-05,0.0005398591560256045
7.875e-11,3.965845293139856e-10,-1.0211452978007068e-09,0.0005917282938725714,0.000987475275850833,0.0009873841754366299,0.0009869399002485112,2.5721865446208043e-08,-6.925484609030122e-08,0.04817891373995482,5.722636772259066e-05,6.714110719236237e-05,5.464360240471322e-05,0.0005927275612691343
8.25e-11,4.254152003351526e-10,-1.0989134121904297e-09,0.0006470614889523626,0.0009875196460493985,0.0009874288372415205,0.0009869842117894094,2.5955568502720412e-08,-7.02287197482664e-08,0.05037894199950027,5.966047357176476e-05,6.948125124382945e-05,5.710707741131448e-05,0.0006480606892130091
8.625e-11,4.545026200530584e-10,-1.1777592288420294e-09,0.0007048586113665926,0.0009875661153780505,0.0009874756176933952,0.0009870306136285179,2.61594076470061e-08,-7.11222661015523e-08,0.052578970334945685,6.207628502374806e-05,7.178800810588064e-05,5.956198530830077e-05,0.0007058577403149208
9e-11,4.838131534860522e-10,-1.2575920881873524e-09,0.00076511882640083,0.0009876146826198373,0.0009875245155835262,0.0009870791034063062,2.6336966253765177e-08,-7.194424537973279e-08,0.05477899873764358,6.44750354551375e-05,7.406576311684111e-05,6.200887722388113e-05,0.0007661178797905809
9.375e-11,5.133171900080829e-10,-1.3383311625135592e-09,0.0008278412641564882,0.0009876653465081735,0.0009875755296487028,0.0009871296786614623,2.6491286811569958e-08,-7.270223375543173e-08,0.05697902719995463,6.685784421229911e-05,7.631833423187484e-05,6.4448213934105e-05,0.000828840237673788
9.75e-11,5.429885341562512e-10,-1.4199041279420946e-09,0.0008930250196145253,0.0009877181057263498,0.0009876286585712585,0.0009871823368307457,2.6624948623366183e-08,-7.340279225887436e-08,0.059179055715120055,6.922572969234263e-05,7.85490363383994e-05,6.68803795788618e-05,0.0008940239088791062
1.0125e-10,5.728038850416065e-10,-1.5022460233766285e-09,0.0009606691527014509,0.0009877729589071308,0.0009876839009791305,0.0009872370752489223,2.6740140577140482e-08,-7.405161037123394e-08,0.061379084277150185,7.157962098170115e-05,8.076074123392442e-05,6.93056938462957e-05,0.000961667953267187
1.05e-10,6.027424011340905e-10,-1.5852982720461705e-09,0.0010307726883576906,0.0009878299046324306,0.0009877412554459416,0.0009872938911487856,2.6838722630449535e-08,-7.465362920496554e-08,0.06357911288073122,7.39203680289988e-05,8.295593245238976e-05,7.172442261421194e-05,0.0010317713957128244
1.0875e-10,6.327853272262619e-10,-1.6690078391668026e-09,0.00110333461660829,0.0009878889414330727,0.0009878007204911104,0.000987352781661228,2.6922274402028653e-08,-7.521314890158452e-08,0.06577914152114261,7.624875043226028e-05,8.513675466793297e-05,7.41367871210142e-05,0.0011043332261754491
1.125e-10,6.62915682184765e-10,-1.7533265149456539e-09,0.0011783538926359494,0.0009879500677885988,0.000987862294579979,0.0009874137438153714,2.699214350128508e-08,-7.573392463069231e-08,0.06797917019418685,7.85654849936779e-05,8.730505771557318e-05,7.65429717924753e-05,0.00117935239977217
1.1625e-10,6.931180000775792e-10,-1.8382103035965537e-09,0.0012558294368564392,0.0009880132821271348,0.0009879259761239531,0.0009874767745387506,2.7049483419908604e-08,-7.621924389934937e-08,0.07017919889612678,8.0871232186838e-05,8.946243549982523e-05,7.894313086713521e-05,0.0012568278368531615
1.2e-10,7.2337811140722e-10,-1.9236188980118917e-09,0.0013357601349963206,0.0009880785828253037,0.0009879917634806536,0.0009875418706575398,2.7095284061380008e-08,-7.667199567905845e-08,0.0723792276236311,8.316660170732543e-05,9.161026017866266e-05,8.133739396082598e-05,0.0013367584230794662
1.2375e-10,7.536829587887464e-10,-2.0095152340382113e-09,0.0014181448381730423,0.0009881459682081846,0.000988059654954085,0.000987609028896822,2.713039858682529e-08,-7.709472580305296e-08,0.07457925637373497,8.545215723076661e-05,9.374971204190558e-05,8.372587071855611e-05,0.0014191430095034264
1.275e-10,7.840204465389436e-10,-2.095865104399439e-09,0.0015029823629773478,0.0009882154365492989,0.0009881296487948001,0.0009876782458809047,2.7155568649651645e-08,-7.74896847782372e-08,0.07677928514379695,8.772842052436067e-05,9.58818055300233e-05,8.610865468001492e-05,0.0015039804126512186
1.3124999999999999e-10,8.143793133638837e-10,-2.1826368274561797e-09,0.0015902714915580428,0.0009882869860706287,0.0009882017432000817,0.0009877495181336488,2.7171438665253688e-08,-7.785886937853189e-08,0.07897931393146704,8.999587502483198e-05,9.800741183547018e-05,8.848582647979015e-05,0.0015912694146078452
1.35e-10,8.447490225271271e-10,-2.269800963882938e-09,0.0016800109717090624,0.0009883606149426705,0.0009882759363141248,0.0009878228420788537,2.7178572958931867e-08,-7.820405786302249e-08,0.0811793427346582,9.225496896310503e-05,0.00010012727848616653,9.085745647433946e-05,0.0016810087631045018
