time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
1.949999999999999987e-10,1.119177970402083087e-06,1.058776330401833187e-05,1.584014380782650111e-02,1.000493946532567255e-03,9.977849250921994994e-04,1.004804462144728069e-03,1.612611235914170336e-09,-4.577196693024739985e-09,3.220035568615446375e-01,9.499847452326543582e-05,9.505879596756266429e-05,9.806389632840910417e-05
2.099999999999999986e-10,1.119184871148859351e-06,1.058774373422506164e-05,1.723549497429804206e-02,1.000913503272962126e-03,9.982047022487313195e-04,1.005194887260155157e-03,1.612673041072877731e-09,-4.577220140737259713e-09,3.308037271210825803e-01,1.016831146760794594e-04,1.017472846130225623e-04,1.050382259934412252e-04
2.249999999999999985e-10,1.119191755103787230e-06,1.058772421520804541e-05,1.866471109929443428e-02,1.001360373724281523e-03,9.986518061626294129e-04,1.005608848693743604e-03,1.612737810022383012e-09,-4.577244797172742663e-09,3.396038973972804742e-01,1.083516618036010090e-04,1.084196690953206867e-04,1.120066545267140893e-04
2.399999999999999984e-10,1.119198622022442026e-06,1.058770474787722526e-05,2.012752384555178270e-02,1.001834316757502664e-03,9.991259955906238444e-04,1.006045857869926471e-03,1.612805465826394686e-09,-4.577270628874191437e-09,3.484040676899437528e-01,1.150038681091431066e-04,1.150757012915499291e-04,1.189688203355392608e-04
2.549999999999999983e-10,1.119205471670228223e-06,1.058768533311512991e-05,2.162366149556037981e-02,1.002335087381009578e-03,9.996270254250738327e-04,1.006505420185450656e-03,1.612875930605096042e-09,-4.577297602048747668e-09,3.572042379988773497e-01,1.216394955798354209e-04,1.217151428919973028e-04,1.259243697109317867e-04
2.699999999999999982e-10,1.119212303822397911e-06,1.058766597177716098e-05,2.315284916408210519e-02,1.002862436963028459e-03,1.000154646916447121e-03,1.006987035734316751e-03,1.612949125204319017e-09,-4.577325682673208829e-09,3.660044083238827572e-01,1.282583154909684915e-04,1.283377649185065068e-04,1.328729563037079860e-04
2.849999999999999981e-10,1.119219118263731877e-06,1.058764666469154898e-05,2.471480900874407222e-02,1.003416113452442133e-03,1.000708607894383378e-03,1.007490200020332754e-03,1.613024969486302529e-09,-4.577354836452606340e-09,3.748045786647538069e-01,1.348601080873679877e-04,1.349433473805458769e-04,1.398142412245923980e-04
2.999999999999999980e-10,1.119225914788316198e-06,1.058762741265955489e-05,2.630926043842510623e-02,1.003995861597834676e-03,1.001288652986796063e-03,1.008014404656137593e-03,1.613103382640960743e-09,-4.577385028769578804e-09,3.836047490212781130e-01,1.414446623320282084e-04,1.415316789862692789e-04,1.467478929020354819e-04
3.149999999999999979e-10,1.119232693199520436e-06,1.058760821645558706e-05,2.793592031916122820e-02,1.004601423164379771e-03,1.001894523836744082e-03,1.008559138046918099e-03,1.613184283385161638e-09,-4.577416224713650891e-09,3.924049193932467872e-01,1.480117756768884190e-04,1.481025569362809467e-04,1.536735869176516632e-04
3.299999999999999978e-10,1.119239453309535786e-06,1.058758907682666079e-05,2.959450317732048932e-02,1.005232537148123724e-03,1.002525959316851421e-03,1.009123886058107102e-03,1.613267590062793111e-09,-4.577448389634834719e-09,4.012050897804487204e-01,1.545612538621429224e-04,1.546557867724936066e-04,1.605910061954429161e-04
